"('Date', '')","('Close', 'AAPL')","('High', 'AAPL')","('Low', 'AAPL')","('Open', 'AAPL')","('Volume', 'AAPL')"
1981-05-04,0.09658808261156082,0.09701543932003821,0.09658808261156082,0.09701543932003821,14448000
1981-05-05,0.09616073966026306,0.09658808496685295,0.09616073966026306,0.09658808496685295,17539200
1981-05-06,0.09359659999608994,0.0940239509336375,0.09359659999608994,0.0940239509336375,18950400
1981-05-07,0.0948786661028862,0.09530602278076523,0.0948786661028862,0.0948786661028862,9363200
1981-05-08,0.09573333710432053,0.09616069361860102,0.09573333710432053,0.09573333710432053,7907200
1981-05-11,0.09359659999608994,0.0940239509336375,0.09359659999608994,0.0940239509336375,11939200
1981-05-12,0.09359659999608994,0.09487865851488587,0.09359659999608994,0.09359659999608994,4256000
1981-05-13,0.09316927939653397,0.09445134411747205,0.09316927939653397,0.09359663620556516,4905600
1981-05-14,0.0918872132897377,0.09274192113567677,0.0918872132897377,0.09274192113567677,4928000
1981-05-15,0.09402397274971008,0.0953060372721325,0.09402397274971008,0.09402397274971008,4905600
1981-05-18,0.09573333710432053,0.09658803872057842,0.09573333710432053,0.09573333710432053,4166400
1981-05-19,0.09402397274971008,0.09445132949256908,0.09402397274971008,0.09445132949256908,25424000
1981-05-20,0.09701543301343918,0.09787014637483235,0.09701543301343918,0.09701543301343918,13283200
1981-05-21,0.10257180780172348,0.10299916451388294,0.10257180780172348,0.10257180780172348,32211200
1981-05-22,0.107272669672966,0.1081273828763766,0.107272669672966,0.107272669672966,31427200
1981-05-26,0.10684533417224884,0.10727267940040015,0.10684533417224884,0.10727267940040015,85344000
1981-05-27,0.11282829940319061,0.11325565611149986,0.11282829940319061,0.11282829940319061,149497600
1981-05-28,0.11282829940319061,0.11325565611149986,0.11282829940319061,0.11282829940319061,73987200
1981-05-29,0.11325564235448837,0.11368376363544933,0.11325564235448837,0.11325564235448837,59382400
1981-06-01,0.11325564235448837,0.11368376363544933,0.11325564235448837,0.11325564235448837,51251200
1981-06-02,0.10770005732774734,0.1081274140526721,0.10770005732774734,0.1081274140526721,40432000
1981-06-03,0.10770005732774734,0.1085547593652881,0.10770005732774734,0.10770005732774734,39446400
1981-06-04,0.10983680188655853,0.11026414709158226,0.10983680188655853,0.10983680188655853,56067200
1981-06-05,0.10812744498252869,0.10855479041738686,0.10812744498252869,0.10855479041738686,57680000
1981-06-08,0.10428120195865631,0.1047085585836103,0.10428120195865631,0.1047085585836103,93497600
1981-06-09,0.10641804337501526,0.10684540027988833,0.10641804337501526,0.10641804337501526,119593600
1981-06-10,0.10770005732774734,0.10898211609021284,0.10770005732774734,0.10770005732774734,25222400
1981-06-11,0.11240096390247345,0.11282832069141555,0.11240096390247345,0.11240096390247345,38976000
1981-06-12,0.11111889779567719,0.11154625455711202,0.11111889779567719,0.11154625455711202,25804800
1981-06-15,0.11069153249263763,0.11111888922109513,0.11069153249263763,0.11111888922109513,143763200
1981-06-16,0.10855475813150406,0.10898211485157165,0.10855475813150406,0.10898211485157165,37251200
1981-06-17,0.10684533417224884,0.10727267940040015,0.10684533417224884,0.10727267940040015,27574400
1981-06-18,0.10641804337501526,0.10727274577244786,0.10641804337501526,0.10684540027988833,23049600
1981-06-19,0.10342652350664139,0.1038538688159156,0.10342652350664139,0.1038538688159156,27507200
1981-06-22,0.0995795950293541,0.10000694044083895,0.0995795950293541,0.10000694044083895,10841600
1981-06-23,0.10128902643918991,0.10214449343047029,0.10128902643918991,0.10128902643918991,15030400
1981-06-24,0.09872487187385559,0.09957958543913306,0.09872487187385559,0.09957958543913306,23027200
1981-06-25,0.10086160153150558,0.10128895813261499,0.10086160153150557,0.10086160153150557,24259200
1981-06-26,0.0995795950293541,0.10043429726463518,0.0995795950293541,0.10043429726463518,23788800
1981-06-29,0.09616073966026306,0.0970154416857514,0.09616073966026306,0.0970154416857514,10595200
1981-06-30,0.08889496326446533,0.08932231430990402,0.08889496326446533,0.08932231430990402,35907200
1981-07-01,0.08804023265838623,0.08846758359310886,0.08804023265838623,0.08846758359310886,170464000
1981-07-02,0.08804023265838623,0.08846758359310886,0.08804023265838623,0.08804023265838623,30284800
1981-07-06,0.08504876494407654,0.08590347263678688,0.08504876494407654,0.08590347263678688,16531200
1981-07-07,0.08590349555015564,0.08675820347084551,0.08590349555015564,0.08590349555015564,15836800
1981-07-08,0.08932231366634369,0.08975043503958498,0.08932231366634369,0.08932231366634369,16620800
1981-07-09,0.082484669983387,0.0829120210927775,0.082484669983387,0.0829120210927775,32883200
1981-07-10,0.07607357949018478,0.07650093052329808,0.07607357949018478,0.07650093052329808,55171200
1981-07-13,0.0777837336063385,0.07821109020246515,0.0777837336063385,0.0777837336063385,45740800
1981-07-14,0.08120258152484894,0.08205728920013824,0.08120258152484894,0.08120258152484894,19779200
1981-07-15,0.0833393856883049,0.08376673683758992,0.0833393856883049,0.0833393856883049,10953600
1981-07-16,0.08547615259885788,0.08633086060110233,0.08547615259885788,0.08547615259885788,15232000
1981-07-17,0.0884675681591034,0.08889492472542286,0.0884675681591034,0.0884675681591034,19824000
1981-07-20,0.082484669983387,0.0829120210927775,0.082484669983387,0.0829120210927775,23654400
1981-07-21,0.08205729722976685,0.08248465396230698,0.08205729722976685,0.08248465396230698,31942400
1981-07-22,0.07735564559698105,0.07821112378097246,0.07735564559698105,0.07821112378097246,22668800
1981-07-23,0.07949316501617432,0.07992052170066997,0.07949316501617432,0.07949316501617432,34451200
1981-07-24,0.08205729722976685,0.08248465396230698,0.08205729722976685,0.08205729722976685,28851200
1981-07-27,0.08547615259885788,0.08590350374690206,0.08547615259885788,0.08547615259885788,17337600
1981-07-28,0.082484669983387,0.0829120210927775,0.082484669983387,0.0829120210927775,22848000
1981-07-29,0.08120258152484894,0.08162993821557055,0.08120258152484894,0.08162993821557055,15500800
1981-07-30,0.08419408649206161,0.08504879448161295,0.08419408649206161,0.08419408649206161,9900800
1981-07-31,0.08547615259885788,0.08590350374690206,0.08547615259885788,0.08547615259885788,10953600
1981-08-03,0.08462142944335938,0.08547613729255034,0.08462142944335938,0.08547613729255034,12432000
1981-08-04,0.08590349555015564,0.08633085236357835,0.08590349555015564,0.08590349555015564,31673600
1981-08-05,0.0884675681591034,0.08889492472542286,0.0884675681591034,0.0884675681591034,17494400
1981-08-06,0.08633086830377579,0.0867582194899494,0.08633086830377579,0.0867582194899494,10528000
1981-08-07,0.08633086830377579,0.0867582194899494,0.08633086830377579,0.08633086830377579,9206400
1981-08-10,0.08633086830377579,0.08633086830377579,0.08633086830377579,0.08633086830377579,0
1981-08-11,0.08376673609018326,0.0846214440872833,0.08376673609018326,0.0846214440872833,71456000
1981-08-12,0.08205729722976685,0.08248465396230698,0.08205729722976685,0.08248465396230698,26275200
1981-08-13,0.07949316501617432,0.07992052170066997,0.07949316501617432,0.07992052170066997,27484800
1981-08-14,0.07821112126111984,0.07906582908663609,0.07821112126111984,0.07906582908663609,24192000
1981-08-17,0.07564619183540344,0.07650089925847793,0.07564619183540344,0.07650089925847793,18905600
1981-08-18,0.0739368125796318,0.07479152041413023,0.0739368125796318,0.07479152041413023,17001600
1981-08-19,0.0730820894241333,0.07393679707944997,0.0730820894241333,0.07393679707944997,20675200
1981-08-20,0.0739368125796318,0.0743641693499585,0.0739368125796318,0.0739368125796318,17113600
1981-08-21,0.06880854070186615,0.06966324815655227,0.06880854070186615,0.06966324815655227,41910400
1981-08-24,0.06453423947095871,0.06496159609358174,0.06453423947095871,0.06496159609358174,23072000
1981-08-25,0.0662444680929184,0.06667181928816157,0.0662444680929184,0.0662444680929184,40700800
1981-08-26,0.06496161222457886,0.06538896324716692,0.06496161222457886,0.06538896324716692,33600000
1981-08-27,0.06538894027471542,0.06581706147774188,0.06538894027471542,0.06538894027471542,25916800
1981-08-28,0.06880854070186615,0.069235891576133,0.06880854070186615,0.06880854070186615,38035200
1981-08-31,0.06880854070186615,0.069235891576133,0.06880854070186615,0.06880854070186615,40947200
1981-09-01,0.0730820894241333,0.07350944610486852,0.0730820894241333,0.0730820894241333,37027200
1981-09-02,0.07436414808034897,0.07479149902228992,0.07436414808034897,0.07436414808034897,19376000
1981-09-03,0.07051800191402435,0.07137270992991983,0.07051800191402435,0.07137270992991983,37475200
1981-09-04,0.06966326385736465,0.07009061482794851,0.06966326385736465,0.07009061482794851,15254400
1981-09-08,0.06752648204565048,0.06795383866011127,0.06752648204565048,0.06795383866011127,25446400
1981-09-09,0.06752648204565048,0.06795383866011127,0.06752648204565048,0.06752648204565048,30531200
1981-09-10,0.06795383989810944,0.06838119081420292,0.06795383989810944,0.06795383989810944,34809600
1981-09-11,0.06709913164377213,0.06752648255530545,0.06709913164377213,0.06752648255530545,17539200
1981-09-14,0.06496161222457886,0.06538896324716692,0.06496161222457886,0.06538896324716692,27686400
1981-09-15,0.06325218826532364,0.06367953923077638,0.06325218826532364,0.06367953923077638,19510400
1981-09-16,0.061970122158527374,0.062397478817733554,0.061970122158527374,0.062397478817733554,19353600
1981-09-17,0.060260701924562454,0.060688058548242656,0.060260701924562454,0.060688058548242656,19376000
1981-09-18,0.060688093304634094,0.06111544446690755,0.060688093304634094,0.060688093304634094,26320000
1981-09-21,0.06111540272831917,0.06154275930488696,0.06111540272831917,0.06111540272831917,49033600
1981-09-22,0.057696595788002014,0.058123946785381964,0.05769659578800202,0.058123946785381964,47420800
1981-09-23,0.05641452223062515,0.05726922979286777,0.05641452223062515,0.05726922979286777,28201600
1981-09-24,0.0559871681034565,0.05641451900708227,0.0559871681034565,0.05641451900708227,18300800
1981-09-25,0.04872138425707817,0.049576091726539935,0.04872138425707817,0.049576091726539935,34608000
1981-09-28,0.049148742109537125,0.0495760987579566,0.049148742109537125,0.049148742109537125,91728000
1981-09-29,0.05171288922429085,0.052140246073879085,0.05171288922429085,0.05171288922429085,94684800
1981-09-30,0.052140239626169205,0.052567590716754785,0.052140239626169205,0.052140239626169205,49996800
1981-10-01,0.052140239626169205,0.052567590716754785,0.052140239626169205,0.052140239626169205,61129600
1981-10-02,0.05641452223062515,0.05684187886482304,0.05641452223062515,0.05641452223062515,45046400
1981-10-05,0.05812394618988037,0.05897865388203753,0.05812394618988037,0.05812394618988037,43097600
1981-10-06,0.057696595788002014,0.058123946785381964,0.05769659578800202,0.058123946785381964,28358400
1981-10-07,0.06111540272831917,0.061970110175302365,0.06111540272831917,0.06111540272831917,38841600
1981-10-08,0.06325218826532364,0.06367953923077638,0.06325218826532364,0.06325218826532364,31091200
1981-10-09,0.06367955356836319,0.06453426139786161,0.06367955356836319,0.06367955356836319,54521600
1981-10-12,0.06581711769104004,0.06624447463464195,0.06581711769104004,0.06581711769104004,27350400
1981-10-13,0.06581711769104004,0.06667182587208657,0.06581711769104004,0.06581711769104004,44195200
1981-10-14,0.061970122158527374,0.062397478817733554,0.061970122158527374,0.062397478817733554,30979200
1981-10-15,0.06325218826532364,0.06367953923077638,0.06325218826532364,0.06325218826532364,29433600
1981-10-16,0.06239746883511543,0.06282481971979867,0.06239746883511543,0.06282481971979867,36467200
1981-10-19,0.06367955356836319,0.06410691033618987,0.06367955356836319,0.06367955356836319,20585600
1981-10-20,0.06709913164377213,0.06752648255530545,0.06709913164377213,0.06709913164377213,35728000
1981-10-21,0.06709913164377213,0.06752648255530545,0.06709913164377213,0.06709913164377213,76899200
1981-10-22,0.06667182594537735,0.06709918288944905,0.06667182594537735,0.06709918288944905,32278400
1981-10-23,0.06496161222457886,0.06538896324716692,0.06496161222457886,0.06538896324716692,27910400
1981-10-26,0.06496161222457886,0.06538896324716692,0.06496161222457886,0.06496161222457886,27283200
1981-10-27,0.0662444680929184,0.06709917618956146,0.0662444680929184,0.0662444680929184,85590400
1981-10-28,0.06838121265172958,0.06880856941045235,0.06838121265172958,0.06838121265172958,44172800
1981-10-29,0.06752648204565048,0.06795383866011127,0.06752648204565048,0.06795383866011127,30486400
1981-10-30,0.06838121265172958,0.06880856941045235,0.06838121265172958,0.06838121265172958,52729600
1981-11-02,0.06838121265172958,0.06880856941045235,0.06838121265172958,0.06838121265172958,36915200
1981-11-03,0.06752648204565048,0.06795383866011127,0.06752648204565048,0.06795383866011127,28380800
1981-11-04,0.06581711769104004,0.06624447463464195,0.06581711769104004,0.06624447463464195,23811200
1981-11-05,0.06111540272831917,0.06154275930488696,0.06111540272831917,0.06154275930488696,23363200
1981-11-06,0.06154277175664902,0.061970122713529044,0.06154277175664902,0.06154277175664902,24595200
1981-11-09,0.06239746883511543,0.06282481971979867,0.06239746883511543,0.06239746883511543,20384000
1981-11-10,0.06282482296228409,0.06325217957517644,0.06282482296228409,0.06282482296228409,16755200
1981-11-11,0.06453423947095871,0.06496159609358174,0.06453423947095871,0.06453423947095871,27440000
1981-11-12,0.06667182594537735,0.06709918288944905,0.06667182594537735,0.06667182594537735,39916800
1981-11-13,0.061970122158527374,0.062397478817733554,0.061970122158527374,0.062397478817733554,21011200
1981-11-16,0.06111540272831917,0.06154275930488696,0.06111540272831917,0.06154275930488696,22556800
1981-11-17,0.06239746883511543,0.06282481971979867,0.06239746883511543,0.06239746883511543,35414400
1981-11-18,0.06453423947095871,0.06496159609358174,0.06453423947095871,0.06453423947095871,29142400
1981-11-19,0.06453423947095871,0.06496159609358174,0.06453423947095871,0.06453423947095871,40006400
1981-11-20,0.06496161222457886,0.06538896324716692,0.06496161222457886,0.06496161222457886,38102400
1981-11-23,0.061970122158527374,0.06282482977078625,0.061970122158527374,0.06282482977078625,22960000
1981-11-24,0.06154277175664902,0.061970122713529044,0.06154277175664902,0.061970122713529044,22153600
1981-11-25,0.06282482296228409,0.06325217957517644,0.06282482296228409,0.06282482296228409,52550400
1981-11-27,0.06453423947095871,0.06496159609358174,0.06453423947095871,0.06453423947095871,37251200
1981-11-30,0.06367955356836319,0.06410691033618987,0.06367955356836319,0.06410691033618987,23968000
1981-12-01,0.06367955356836319,0.06410691033618987,0.06367955356836319,0.06367955356836319,23385600
1981-12-02,0.06410689651966095,0.06453424748922862,0.06410689651966095,0.06410689651966095,37564800
1981-12-03,0.06325218826532364,0.06367953923077638,0.06325218826532364,0.06367953923077638,20428800
1981-12-04,0.06496161222457886,0.06538896324716692,0.06496161222457886,0.06496161222457886,137155200
1981-12-07,0.06538894027471542,0.06581706147774188,0.06538894027471542,0.06538894027471542,59292800
1981-12-08,0.06410689651966095,0.06496160416494999,0.06410689651966095,0.06496160416494999,50624000
1981-12-09,0.06453423947095871,0.06496159609358174,0.06453423947095871,0.06453423947095871,34272000
1981-12-10,0.06453423947095871,0.06496159609358174,0.06453423947095871,0.06453423947095871,37408000
1981-12-11,0.06410689651966095,0.06496160416494999,0.06410689651966095,0.06453424748922862,76092800
1981-12-14,0.061970122158527374,0.06282482977078625,0.061970122158527374,0.06282482977078625,25244800
1981-12-15,0.06367955356836319,0.06410691033618987,0.06367955356836319,0.06367955356836319,31315200
1981-12-16,0.06667182594537735,0.06709918288944905,0.06667182594537735,0.06667182594537735,65452800
1981-12-17,0.07222741097211838,0.0726547678256444,0.07222741097211838,0.07222741097211838,51452800
1981-12-18,0.07821112126111984,0.07863847232080051,0.07821112126111984,0.07821112126111984,71724800
1981-12-21,0.07479149103164673,0.0752188476340827,0.07479149103164673,0.0752188476340827,56403200
1981-12-22,0.07607357949018478,0.07650093052329808,0.07607357949018478,0.07607357949018478,53827200
1981-12-23,0.07436414808034897,0.07479149902228992,0.07436414808034897,0.07479149902228992,28896000
1981-12-24,0.07479149103164673,0.0752188476340827,0.07479149103164673,0.07479149103164673,28918400
1981-12-28,0.07137268036603928,0.07222738232174526,0.07137268036603928,0.07222738232174526,36579200
1981-12-29,0.07265470921993256,0.07350941653139308,0.07265470921993256,0.07265470921993256,24236800
1981-12-30,0.07564619183540344,0.0760735484000168,0.07564619183540344,0.07564619183540344,32188800
1981-12-31,0.07564619183540344,0.0760735484000168,0.07564619183540344,0.07564619183540344,54656000
1982-01-04,0.07521887123584747,0.07564622226622257,0.07521887123584747,0.07564622226622257,71254400
1982-01-05,0.07137268036603928,0.07222738232174526,0.07137268036603928,0.07222738232174526,35840000
1982-01-06,0.07051800191402435,0.070945353068894,0.07051800191402435,0.070945353068894,66080000
1982-01-07,0.06496161222457886,0.06581708460060098,0.06496161222457886,0.06581708460060098,70044800
1982-01-08,0.06795383989810944,0.06838119081420292,0.06795383989810944,0.06795383989810944,56604800
1982-01-11,0.06367955356836319,0.06410691033618987,0.06367955356836319,0.06410691033618987,33331200
1982-01-12,0.06154277175664902,0.061970122713529044,0.06154277175664902,0.061970122713529044,59920000
1982-01-13,0.06111540272831917,0.06154275930488696,0.06111540272831917,0.06154275930488696,41753600
1982-01-14,0.06410689651966095,0.06453424748922862,0.06410689651966095,0.06410689651966095,25715200
1982-01-15,0.06838121265172958,0.06923592046302031,0.06838121265172958,0.06838121265172958,46704000
1982-01-18,0.06966326385736465,0.07051797150468608,0.06966326385736465,0.06966326385736465,28000000
1982-01-19,0.06795383989810944,0.06880854743644939,0.06795383989810944,0.06880854743644939,55507200
1982-01-20,0.0692359209060669,0.06966327766752435,0.0692359209060669,0.0692359209060669,25827200
1982-01-21,0.07051800191402435,0.070945353068894,0.07051800191402435,0.07051800191402435,33331200
1982-01-22,0.07094530761241913,0.07137266419962665,0.07094530761241913,0.07094530761241913,24259200
1982-01-25,0.06880854070186615,0.069235891576133,0.06880854070186615,0.069235891576133,44710400
1982-01-26,0.0662444680929184,0.06709917618956146,0.0662444680929184,0.06709917618956146,21212800
1982-01-27,0.06667182594537735,0.06752653412736345,0.06667182594537735,0.06667182594537735,31360000
1982-01-28,0.06880854070186615,0.069235891576133,0.06880854070186615,0.06880854070186615,39603200
1982-01-29,0.06966326385736465,0.07009061482794851,0.06966326385736465,0.06966326385736465,53155200
1982-02-01,0.06880854070186615,0.06966324815655227,0.06880854070186615,0.06966324815655227,38528000
1982-02-02,0.0692359209060669,0.07009062872282697,0.0692359209060669,0.0692359209060669,54275200
1982-02-03,0.0692359209060669,0.06966327766752435,0.0692359209060669,0.0692359209060669,31472000
1982-02-04,0.06752648204565048,0.06795383866011127,0.06752648204565048,0.06795383866011127,22041600
1982-02-05,0.06752648204565048,0.06795383866011127,0.06752648204565048,0.06752648204565048,40297600
1982-02-08,0.06325218826532364,0.06367953923077638,0.06325218826532364,0.06367953923077638,31696000
1982-02-09,0.06325218826532364,0.06367953923077638,0.06325218826532364,0.06325218826532364,57904000
1982-02-10,0.06410689651966095,0.06453424748922862,0.06410689651966095,0.06410689651966095,38796800
1982-02-11,0.06325218826532364,0.06367953923077638,0.06325218826532364,0.06367953923077638,24528000
