ticker,pnl,num_trades,win_rate,avg_pnl
TSLA,50.46104219317425,558,0.46415770609318996,0.09043197525658468
MSFT,27.496922294423012,218,0.3944954128440367,0.1261326710753349
NVDA,15.29557809341695,907,0.40573318632855565,0.016863922925487267
AAPL,12.512403124198336,707,0.4115983026874116,0.01769788277821547
